name,Base Note,Colour Name,Country of Origin,Department,Dispenser Type,Grade,Heart/Middle Note,Model Name,link,Fragrance Category,Scents/Notes,Size,Top Note,Fragrance Family,Long Lasting,Model Number,Notes,Scents,Set Includes,Skin Type,Product Line,Aromatherapy Type,Fragrance Notes,Fragrance Type,Ingredients,Fragnance Family,Fragrance Note,Formulation,Occasion,Perfumer,Composition,Height,Width,Depth,Includes,Scent Type,,Volume,Top notes,Middle / Heart Notes,Base notes,Perfume Scent,Anti-perspirant,Non-toxic,Olfactive Family,Fragrance Note Family,Fragrance Segment,Irritation Free,Packaging Type,Paraben Free,Scent,Long-lasting,Introduced Year,Product Dimensions,Shipping Weight,scents_notes,Package Type,Application Area,Anti-Perspirant,Launched,What's In The Box,Dimensions,Weight,Material,Product Height,Product Width/Depth,Scent Notes,Package weight in KGs,Package height,Package Width,Long-Lasting,Key Notes,Scent Family,Dimension,Note,Form,Lanched,Scent Note,Longlasting,Package thickness,Notes Contains,Recommended Usage,Skin type,Country Of Origin,Cruelty Free,Paraben/Sulphate Free,Suitable for the season,Package weight,Cruelty-free,Product Dimension,Colour Family,Container Type,Fragrance Classification,Notes Available,Tope Note,Middle Note,Scent/Notes,Sulfate Free,Suitable For,Scent Life,Fragrance
Mancera Roses Vanille EDP Vails 2ml ,Musk,,,Unisex,Pump,New,Jasmine,,/uae-en/roses-vanille-edp-vails-2ml/N42263981A/p?o=a320f5aafb511fba,,Floral,2 ml,,,,SAP003725,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MAUBOUSSIN Pour Lui In Black EDP 3.3ounce ,"Benzoin, Indonesian Patchouli, Guaiac Wood",,,Men,Pump,,"Black Violet Petals, Sage, Cedar",,/uae-en/pour-lui-in-black-edp-3-3ounce/N21193720A/p?o=d078e59e1ff8173d,,Woody,3.3 ounce,"Italian Mandarin, Mint, Salted Butter Toffee",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Intense Oriental, Woody And Masculine",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PERRY ELLIS 18 EDP 100ml ,,,,Women,,,,,/uae-en/18-edp-100ml/N16718745A/p?o=c0172c685b0e4b9d,,,100 ml,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sapil Intense EDP 100ml ,,,United Arab Emirates (UAE),Women,,,,,/uae-en/intense-edp-100ml/N34900021A/p?o=d01030dfc711eedb,,,100 ml,,,,6295124030314,,,,,,,,,,,,,,,,,,,,,Notes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Miller Harris Coeur De Jardin EDP 3.4ounce ,"Orris, Amber, Musk, Moss And Patchouli",,,Women,,,"Turkish Rose, Tuberose, Jasmine And Vanilla",,/uae-en/coeur-de-jardin-edp-3-4ounce/N36969648A/p?o=d60adc6b651ff1cc,,Floral,3.4 ounce,"Bergamot,lemon, Pear And Peach",,Yes,CS-188429339,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Serge Lutens Les Eaux De Politesse Gris Clair EDP 100ml ,"Dry Wood, Incense",,,Women,Pump,,"Amber, Tonka Bean, Iris",,/uae-en/les-eaux-de-politesse-gris-clair-edp-100ml/N36969742A/p?o=b0c11685de80fc5a,,Fresh,100 ml,Lavender,,,CS-188440384,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Oscar de la Renta Intrusion EDP 100ml ,"Patchouli, Musk",,,Women,,New,White Flowers,,/uae-en/intrusion-edp-100ml/N40128569A/p?o=e742e23fae3b893d,,Floral,100 ml,"Neroli, Sicilian Bergamot, Mandarin, Grapefruit",,,85715401007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BURBERRY Weekend EDP 50ml ,"Musk, Sandalwood, Cedar",Clear/Silver/Yellow,United Kingdom (UK),Women,Pump,New,"Nectarine, Blue Hyacinth, Peach Blossom, Rose Hip, Iris, Red Cyclamen, Violet Root",Weekend,/uae-en/weekend-edp-50ml/N11201942A/p?o=f4e34420d8a12db3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CAROLINA HERRERA Good Girl EDP 50ml ,"Tonka Bean, Cacao, Vanilla, Praline, Sandalwood, Amber, Cashmere Wood, Musk, Patchouli, Cinnamon, Cedar",,,Women,Atomizer,New,"Tuberose, Jasmine Sambac, Orris, Orange Blossom, Bulgarian Rose",,/uae-en/good-girl-edp-50ml/N11074839A/p?o=e5a1e279f01c886e,,Arabian,50 ml,,,,GOO2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bonanza Satrangi Exotic Pour Homme Eau de Parfum 100ml ,,Clear,United Arab Emirates (UAE),Men,,New,,EXOTIC,/uae-en/exotic-pour-homme-eau-de-parfum-100ml/N47059484A/p?o=ee6f5b2c5334b60f,,Musk,100 ml,,,,EXOTC100ML,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ajmal Wisal Dhahab EDP 50ml ,"Sandalwood, Cedar, Patchouli, Musk",Gold/Brown,India,Men,Pump,New,"Rose, Jasmine, Orchid, Geranium",Wisal Dhahab,/uae-en/wisal-dhahab-edp-50ml/N18913620A/p?o=cf35d5dcf61bcd7e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rasasi Al Wisam Day EDP 100ml ,"Oak Moss, And Rich And Musty Oud",,,Men,Pump,,"Amber Nuanced Clary Sage, Soft And Milky Sandalwood, And Woody Cedarwood",,/uae-en/al-wisam-day-edp-100ml/N12890397A/p?o=a5affd8930fa0a2f,,Oriental,100 ml,"Bergamot Provides A Citrusy, Bitter, And Sour Aroma With Fruity Nuances",Floral And Fruity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHANEL Coco EDP 50ml ,"Amber, Sandalwood, Tonka Bean, Civet, Opoponax, Vanilla, Labdanum",Clear,,Women,Pump,New,"Cloves, Rose, Orange Blossom, Mimosa, Clover",Coco,/uae-en/coco-edp-50ml/N11200612A/p?o=d51607e2ba7a090c,,,,,,,3145891134308,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CAROLINA HERRERA Good Girl EDP 50ml ,"Tonka Bean, Cacao, Vanilla, Praline, Sandalwood, Amber, Musk, Cashmere Wood, Patchouli, Cinnamon, Cedar",Blue/Gold,Spain,Women,Splash,New,"Tuberose, Jasmine Sambac, Orris, Orange Blossom, Bulgarian Rose",Good Girl,/uae-en/good-girl-edp-50ml/N23636834A/p?o=f3c1b72c22377b1d,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CARTIER Baiser Vole EDP 100ml ,"Green Lily, Green Notes",Pink/Gold,,Women,Pump,New,Lily,Baiser Vole,/uae-en/baiser-vole-edp-100ml/N11756319A/p?o=f463ce4bf2bfce3b,,,,,,,3432240026750,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VERSACE Crystal Noir EDP 90ml ,"Sandalwood, Musk, Amber",Red/Black,Italy,Women,Pump,New,"Orange Blossom, Peony, Gardenia, Coconut",Crystal Noir,/uae-en/crystal-noir-edp-90ml/N14789748A/p?o=c678ae9eb87ebf1e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BURBERRY Weekend EDP 100ml ,"Honey, Musk, Amber",,,Women,,New,"Ivy, Oakmoss, Sandalwood",,/uae-en/weekend-edp-100ml/N11200518A/p?o=a18bfdde587a699d,,Citrus,100 ml,"Lemon, Grapefruit, Bergamot, Pineapple, Mandarin Orange, Melon",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dior Sauvage EDP 100ml ,"Ambroxan, Vanilla",Black/Blue,France,Men,Pump,New,"Lavender, Sichuan Pepper, Star Anise, Nutmeg",Sauvage,/uae-en/sauvage-edp-100ml/N37553215A/p?o=d1430de96565de3a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arabesque Perfumes Kohel Extrait De Parfum 50ml ,,,,Unisex,Pump,,,Kohel Extrait De Parfum,/uae-en/kohel-extrait-de-parfum-50ml/N26512008A/p?o=f8655c414511f51c,,,50 ml,,,,6300020180039,,,,,,Body,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Classic Perfumes Lailatul Liqa EDP 100ml ,Fusion,,,Women,,,Fusion,Lailatul Liqa,/uae-en/lailatul-liqa-edp-100ml/N22796283A/p?o=bb0b893f9949bf4d,,Fresh,100 ml,Fusion,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GIORGIO ARMANI Armani Code EDP 75ml ,"Honey, Vanilla, Sandalwood",Blue/Black,,Women,Pump,New,"Jasmine, Orange Blossom, Ginger",Armani Code,/uae-en/armani-code-edp-75ml/N11200745A/p?o=d1959c555031eaba,,,,,,,3360375010972,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
guru Coeur EDP 100ml ,Musk,,,Unisex,,,"Agarwood Oud, Amber",,/uae-en/coeur-edp-100ml/N11959533A/p?o=ee95314d082a092f,,,100 ml,Incense,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Franck Olivier Oud Touch EDP 100ml ,"Amber, Musk And Vanilla",,,Men,,,"Violet, Patchouli, Rose, Jasmine And Olibanum",Oud Touch,/uae-en/oud-touch-edp-100ml/N30391248A/p?o=c158e597d6b346ff,,Woody,100 ml,,Woody Aromatic,,FR563HB0LP11WNAFAMZ-1256256,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Franck Olivier Oud Touch EDP 100ml ,"Amber, Musk, Vanilla",,,Men,,,"Jasmine, Olibanum, Patchouli, Rose, Violet",Oud Touch,/uae-en/oud-touch-edp-100ml/N15952560A/p?o=b1f4c420ba0afe8c,"Floral, Woody",Woody,100 ml,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5 x 13.2 x 10.4 cm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dior Homme Intense EDP 150ml ,"Vetiver, Virginia Cedar",,,Men,Pump,New,"Iris, Ambrette (Musk Mallow), Pear",,/uae-en/homme-intense-edp-150ml/N13580480A/p?o=e5baf0a38705867b,,Woody,150 ml,Lavender,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tiziana Terenzi Chimaera EDP 100ml ,"Patchouli, Cashmere Wood, Labdanum, Benzoin, Caramel, Agarwood (oud), Tobacco, Canadian Balsam, Leather And Pine Tree",,,Unisex,,,"Iris, Red Pepper, Carnation, Peony, Honey, Magnolia And Sage",,/uae-en/chimaera-edp-100ml/N11805870A/p?o=ad9e71e016c5752b,,Woody,100 ml,"Black Pepper, Lemon, Saffron, Leather, Tolu Balsam, Thyme, Bay Leaf And Soil Tincture","Fresh, Woody",,98786581319,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jacques Zolty J'Suis Snob EDP 100ml ,"White Musk, Amber",,Italy,Unisex,,,Rose,J'Suis Snob,/uae-en/j-suis-snob-edp-100ml/N36608070A/p?o=c8cc22b21c31705f,,Musk,100 ml,,,,8051277319960,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Estee Lauder Pleasures Intense EDP 100ml ,"Maple, Vanilla, Styrax, Benzoin",,,Women,Atomizer,,"Lily, Tiare Flower, Jasmine, Moroccan Rose",,/uae-en/pleasures-intense-edp-100ml/N23045807A/p?o=e3f30d79309ace2e,,Floral,100 ml,"Peony, Black Currant, Ylang-Ylang, Green Lily, Cassis",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jacques Zolty Private Session EDP 100ml ,"Vanilla, Cedar Wood, Benzoin",,Italy,Unisex,,,"Accord Of Cream, Myrrh",Private Session,/uae-en/private-session-edp-100ml/N36608071A/p?o=d8c17fb5a66fa45b,,Oriental,100 ml,,,,8051277319977,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BOTANICAE Botanicae Shomal EDP 100ml ,,,,Unisex,,,,,/uae-en/botanicae-shomal-edp-100ml/N23105055A/p?o=e13b46d83670adfd,,,100 ml,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lancome Idole EDP 75ml ,"White Musk, Vanilla",,,Women,Atomizer,New,"Turkish Rose, Rose de Mai, Jasmine",Idole,/uae-en/idole-edp-75ml/N36560332A/p?o=a05f4058abc620aa,,Floral,,,,,478.82441509.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dolce &amp; Gabbana The One EDP 30ml ,"Amber, Tobacco, Cedar",,,Women,Atomizer,New,"Ginger, Cardamom, Orange Blossom",,/uae-en/the-one-edp-30ml/N18287067A/p?o=b304992f7cc76d1d,,Fruity,30 ml,"Grapefruit, Coriander, Basil",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Roja Parfums Amber Aoud Parfum 100ml ,"Agarwood (Oud), Birch, Cinnamon, Oakmoss, Patchouli, Saffron, Sandalwood, Ambergris, Civet, Musk And Orris Root",,,Men,Splash,,"Agarwood (Oud), Birch, Cinnamon, Oakmoss, Patchouli, Saffron, Sandalwood, Ambergris, Civet, Musk And Orris Root",,/uae-en/amber-aoud-parfum-100ml/N13789963A/p?o=f3633b78fb8abc3c,,Arabian,100 ml,,,Yes,,,,,All,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Amazing Creation Collections Parfum Gift Set 100ml ,"Seta Perfume : Patchouli, Vanilla, Sandal, Peru Balm, Mosses & Foresta Perfume : Coumarin, Cedarwood, Amber, Precious Wood",,United Arab Emirates (UAE),Unisex,,New,"Seta Perfume : Jasmine, Tonka Bean, Clove, Cashmere & Foresta Perfume : Tiare Flowers, Sensual notes, Ozonic Notes, Ylang Ylang",6253481650026,/uae-en/collections-parfum-gift-set-100ml/N44785522A/p?o=e4c977efee6f8e8f,,Oriental,,,,,6253481650026,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WYSADA Parfums De Grasse Digital Print Cushion Multicolour ,,Multicolour,China,,,,,,/uae-en/parfums-de-grasse-digital-print-cushion-multicolour/N13062730A/p?o=f434b2ff5300ebfb,,,,,,,Mrg-017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Silk,40 cm,40 cm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Amazing Creation Collections Parfum Gift Set 100ml ,"Toscana Perfume : Amber, Mate, Vetiver, Birch & Argento Perfume : Coumarin, Vetyver, Amber, Patchouli",,United Arab Emirates (UAE),Men,,New,"Toscana Perfume : Tonga Bean, Cypress, Iris, Sage & Argento Perfume : Precious Wood, Labdanum, Sandal",6253481650019,/uae-en/collections-parfum-gift-set-100ml/N44785523A/p?o=e9ac826fcf0be62d,,Woody,,,,,6253481650019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Amazing Creation Collections Parfum Gift Set 100ml ,"Holy Florale : Woody Notes, White Musk, Animal Muck ; Tuberosa Perfume : Cedarwood, Sandal",,United Arab Emirates (UAE),Women,,New,"Holy Florale : Leafy, Red Fruits, Apricot, Peach ; Tuberosa Perfume : Vanilla, Whipped Cream",6253481650033,/uae-en/collections-parfum-gift-set-100ml/N44785521A/p?o=d533579d5b6069ab,,Floral,,,,,6253481650033,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VILILY Natural Spray EDP 25ml ,"Cedar, Sandalwood, Vetiver, Vanilla, Amber, Musk",Yellow/Black,China,Men,,New,"Lily-Of-The Valley, Mustard, Jasmine, Rose",,/uae-en/natural-spray-edp-25ml/N46029839A/p?o=e94291bea5af711d,,Woody,,,,,905,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TOM FORD Rose Prick EDP 50ml ,"Patchouli, Tonka Bean",Pink,France,Unisex,Pump,New,"May Rose, Bulgarian Rose, Turkish Rose",Rose Prick,/uae-en/rose-prick-edp-50ml/N34358140A/p?o=b2563a437836fc5d,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Parisvally Unlimited EDP 100ml ,"Amber, Cedar Wood, Coumarin, Balsam, Patchouli, Sandalwood and Moss",,United Arab Emirates (UAE),Men,Atomizer,,"Black Pepper, Cinnamon, Geranium, Jasmine, Muguet, Orange Blossom, Rose and Myrtle",Unlimited,/uae-en/unlimited-edp-100ml/N37836214A/p?o=a28b3cc52e6ba55f,,Woody,,,,,UNLEDP001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nasomatto Pardon Extrait Parfum 30ml ,"Agarwood, Sandalwood",,,Men,Pump,,"Dark Chocolate, Tonka Bean, Cinnamon",Pardon,/uae-en/pardon-extrait-parfum-30ml/N37568328A/p?o=af4f0744992bd25c,,Woody,,,,Yes,CS-188408029,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Calvin Klein Escape EDP 100ml ,"Sandalwood, Amber, Musk, Vanilla, Oakmoss, Vetiver, Cedar",,,Women,Atomizer,New,"Cloves, Carnation, Peach, Jasmine, Lily-Of-The-Valley, Rose",,/uae-en/escape-edp-100ml/N11203131A/p?o=d9b6ae44fc3022dd,,Floral,100 ml,"Apricot, Coriander, Black Currant, Melon, Chamomile, Tagetes, Mandarin Orange, Oakmoss, Cassia, Litchi, Hiacynth, Apple, Marigold, Ylang-Ylang",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yves Saint Laurent Cinema EDP 50ml ,"Vanilla, Amber, Benzoin, White Musk",Gold/Clear,France,Women,Pump,New,"Jasmine, Peony, Amaryllis",Cinema,/uae-en/cinema-edp-50ml/N13580308A/p?o=a0263d12864c2a6c,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D'Martha On Fire EDP 100ml ,,,,Women,,,,On Fire For Women EDP 100ml,/uae-en/on-fire-edp-100ml/N11200930A/p?o=ac024ef12009f51a,,,100 ml,,,,2018504457761,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MARC AVENTO Blend Edp 100ml ,Arabic,,,Men,,,White,11,/uae-en/blend-edp-100ml/N33671061A/p?o=bd8bca19b9bee11e,,Arabian,100 ml,Blue And White,,,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mancera Roses Vanille EDP 120ml ,"Vanilla, Sugar, White Musk, Cedar",,,Women,Atomizer,New,"Rose, Sugar",,/uae-en/roses-vanille-edp-120ml/N12890384A/p?o=f584114ecdc4d68c,,Vanilla,120 ml,,,,3760265190966,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Givenchy Irresistible EDP 80ml ,"Virginia Cedar, Musk",Pink/Clear,,Women,Pump,New,"Rose, Iris",Irresistible,/uae-en/irresistible-edp-80ml/N38662920A/p?o=fceca7fed5bc11ce,,,,,,,5482,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GUESS Guess For Women EDP 75ml ,"Amber, Musk, Oakmoss, Cedar",Silver/Pink,,Women,Pump,New,"Magnolia, Peony, Freesia, Lily-Of-The-Valley, Red Berries, Peach, Jasmine, Ylang-Ylang",,/uae-en/guess-for-women-edp-75ml/N11202932A/p?o=de86f7b08f3d7dcb,,,,,,,881653957565,,,,,,Body,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GUCCI Bloom Ambrosia Di Fiori Intense EDP For Women 100ml ,"Damask Rose, Orris",,,Women,,New,Tuberose,rose store,/uae-en/bloom-ambrosia-di-fiori-intense-edp-for-women-100ml/N32606086A/p?o=f2eb4d992e57620a,,Oriental,100 ml,,,,11302A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ajmal Cento EDP 100ml ,"Leather, Moss, Patchouli, Sandalwood",,,Men,Pump,New,"Lavender, Muguet",Cento,/uae-en/cento-edp-100ml/N30599987A/p?o=d73f8fa0f972d9db,,Fresh,,,,,2724545713482,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dior Sauvage EDP For Men 100ml ,"Ambroxan, Cedar, Labdanum",Black/Blue,France,Men,Pump,New,"Sichuan Pepper, Lavender, Pink Pepper, Vetiver, Patchouli, Geranium, Elemi",Sauvage,/uae-en/sauvage-edp-for-men-100ml/N15244171A/p?o=f3a5285bb71b932f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VILILY Modern Stylish Parfum Collection EDP 25ml ,"Patchouli, Patchouli Leaf, Amber, Musk, Madagascar Vanilla, and Woody Notes",,,Women,,,"Tuberose, Lily, Flower Petals, Honeysuckle, Jasmine Sambac, and Chinese Jasmin",,/uae-en/modern-stylish-parfum-collection-edp-25ml/N21748331A/p?o=c9a540570026be4f,,,25 ml,Mandarin Orange,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CLIVE CHRISTIAN Noble Collection VIII Rococo Immortelle Parfum 50ml ,Papyrus,,,Men,Splash,,Immortelle,Noble Collection,/uae-en/noble-collection-viii-rococo-immortelle-parfum-50ml/N20179873A/p?o=c1eea0c92bc7493d,,,50 ml,,,Yes,,,,,,,Body,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CLIVE CHRISTIAN Noble Collection VIII Rococo Magnolia Parfum 50ml ,Oakmoss,,,Women,,,Magnolia,Noble Collection,/uae-en/noble-collection-viii-rococo-magnolia-parfum-50ml/N20179874A/p?o=f953fb14ba27876a,,,50 ml,Casis,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MUSK Elite Musk Forever Gold Edition EDP 100ml ,,,,Unisex,Atomizer,,,,/uae-en/elite-musk-forever-gold-edition-edp-100ml/N13157254A/p?o=db92be4ad404cf6f,,Musk,100 ml,,,,,"White Musk, Mild Powder",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Spectra Cesar Madfai 194 Dolce Femme EDP 18ml ,"Marshmallow, Vanilla, Sandalwood And Heliotrope",,United Arab Emirates (UAE),Women,Atomizer,,"Jasmine, Orange Blossom",,/uae-en/cesar-madfai-194-dolce-femme-edp-18ml/N26738922A/p?o=fd97844e1388026d,,Oriental,,,Oriental Floral,,P0000194,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
